STATE_UT,CRIME HEAD,Category,Male_Below_18,Female_Below_18,Male_18_30,Female_18_30,Male_30_45,Female_30_45,Male_45_60,Female_45_60,Male_above_60,Female_above_60,Male_Total,Female_Total,Total_below_18,Total_18_30,Total_30_45,Total_45_60,Total_above_60,Grand_Total
BIHAR,"INDIAN RAILWAYS ACT, 1989",Other,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
CHHATTISGARH,"INDIAN RAILWAYS ACT, 1989",Other,0,0,7,0,5,0,0,0,0,0,12,0,0,7,5,0,0,12
GOA,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
HARYANA,"INDIAN RAILWAYS ACT, 1989",Other,0,0,6,0,4,0,0,0,0,0,10,0,0,6,4,0,0,10
HIMACHAL PRADESH,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KERALA,"INDIAN RAILWAYS ACT, 1989",Other,0,0,2,0,4,0,6,0,0,0,12,0,0,2,4,6,0,12
MADHYA PRADESH,"INDIAN RAILWAYS ACT, 1989",Other,5,0,2,0,0,0,0,0,0,0,7,0,5,2,0,0,0,7
MAHARASHTRA,"INDIAN RAILWAYS ACT, 1989",Other,3,0,6,2,5,0,0,0,0,0,14,2,3,8,5,0,0,16
MANIPUR,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,"INDIAN RAILWAYS ACT, 1989",Other,0,0,6,0,5,0,2,0,0,0,13,0,0,6,5,2,0,13
RAJASTHAN,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,4,0,3,0,0,0,7,0,0,0,4,3,0,7
SIKKIM,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,"INDIAN RAILWAYS ACT, 1989",Other,2,0,2,0,5,0,0,0,0,0,9,0,2,2,5,0,0,9
TRIPURA,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,"INDIAN RAILWAYS ACT, 1989",Other,0,0,7,0,4,0,1,0,0,0,12,0,0,7,4,1,0,12
UTTARAKHAND,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,"INDIAN RAILWAYS ACT, 1989",Other,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3
A&N ISLANDS,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N HAVELI,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,13,3,27,1,11,0,0,0,51,4,0,16,28,11,0,55
ARUNACHAL PRADESH,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,4,0,1,0,0,0,5,0,0,0,4,1,0,5
BIHAR,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,"INDIAN PASSPORT ACT, 1967",Immigration,1,0,6,12,6,0,0,0,0,0,13,12,1,18,6,0,0,25
HARYANA,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
HIMACHAL PRADESH,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,2,1,0,0,0,0,2,1,0,0,3,0,0,3
JHARKHAND,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
KARNATAKA,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,7,2,15,5,3,1,0,0,25,8,0,9,20,4,0,33
KERALA,"INDIAN PASSPORT ACT, 1967",Immigration,1,0,73,1,116,1,20,0,1,0,211,2,1,74,117,20,1,213
MADHYA PRADESH,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,"INDIAN PASSPORT ACT, 1967",Immigration,7,5,377,160,172,90,52,19,6,1,614,275,12,537,262,71,7,889
MANIPUR,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"INDIAN PASSPORT ACT, 1967",Immigration,0,1,2,0,0,0,0,0,0,0,2,1,1,2,0,0,0,3
MIZORAM,"INDIAN PASSPORT ACT, 1967",Immigration,1,1,10,2,11,4,1,1,0,0,23,8,2,12,15,2,0,31
NAGALAND,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,15,0,10,1,0,0,0,0,25,1,0,15,11,0,0,26
RAJASTHAN,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,40,1,97,0,29,0,0,0,166,1,0,41,97,29,0,167
TRIPURA,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,138,13,57,0,2,0,0,0,197,13,0,151,57,2,0,210
UTTAR PRADESH,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,30,0,8,1,4,0,0,0,42,1,0,30,9,4,0,43
UTTARAKHAND,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2
WEST BENGAL,"INDIAN PASSPORT ACT, 1967",Immigration,1,0,34,0,52,0,24,0,0,0,111,0,1,34,52,24,0,111
A&N ISLANDS,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N HAVELI,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"INDIAN PASSPORT ACT, 1967",Immigration,0,1,0,0,2,0,0,0,0,0,2,1,1,0,2,0,0,3
ANDHRA PRADESH,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,11,2,16,1,0,0,0,0,27,3,0,13,17,0,0,30
ARUNACHAL PRADESH,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
BIHAR,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
GOA,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,3,0,2,0,0,0,0,0,5,0,0,3,2,0,0,5
HARYANA,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,20,9,14,10,5,1,0,0,39,20,0,29,24,6,0,59
KERALA,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,84,1,287,1,141,1,0,0,512,3,0,85,288,142,0,515
MADHYA PRADESH,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,"INDIAN PASSPORT ACT, 1967",Immigration,12,11,322,117,141,34,43,3,3,0,521,165,23,439,175,46,3,686
MANIPUR,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,5,3,1,0,0,0,0,0,6,3,0,8,1,0,0,9
MIZORAM,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,10,4,5,2,0,0,0,0,15,6,0,14,7,0,0,21
NAGALAND,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,6,0,20,2,6,0,0,0,32,2,0,6,22,6,0,34
RAJASTHAN,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,2,0,0,0,1,0,3,0,0,0,2,0,1,3
SIKKIM,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,63,0,105,5,35,0,1,0,204,5,0,63,110,35,1,209
TRIPURA,"INDIAN PASSPORT ACT, 1967",Immigration,6,2,44,1,49,3,13,0,1,3,113,9,8,45,52,13,4,122
UTTAR PRADESH,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,3,0,7,0,2,0,0,0,12,0,0,3,7,2,0,12
UTTARAKHAND,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,55,0,36,0,7,0,0,0,98,0,0,55,36,7,0,98
A & N ISLANDS,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,1,1,1,0,0,0,0,1,2,0,1,2,0,0,3
LAKSHADWEEP,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"INDIAN PASSPORT ACT, 1967",Immigration,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2
ANDHRA PRADESH,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,15,0,8,0,10,0,0,0,33,0,0,15,8,10,0,33
ARUNACHAL PRADESH,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2
BIHAR,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
CHHATTISGARH,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,6
GOA,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
GUJARAT,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
HIMACHAL PRADESH,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,2
JAMMU & KASHMIR,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,3,0,10,0,3,0,0,0,16,0,0,3,10,3,0,16
KERALA,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,4,0,1,0,0,0,5,0,0,0,4,1,0,5
MADHYA PRADESH,"INDIAN RAILWAYS ACT, 1989",Immigration,4,0,4,0,3,0,0,0,0,0,11,0,4,4,3,0,0,11
MAHARASHTRA,"INDIAN RAILWAYS ACT, 1989",Immigration,1,0,2,0,0,0,0,0,0,0,3,0,1,2,0,0,0,3
MANIPUR,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,4,0,3,0,3,0,0,0,10,0,0,4,3,3,0,10
RAJASTHAN,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,"INDIAN RAILWAYS ACT, 1989",Immigration,2,0,4,0,1,0,0,0,0,0,7,0,2,4,1,0,0,7
TRIPURA,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,31,0,18,0,0,0,0,0,49,0,0,31,18,0,0,49
UTTARAKHAND,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,1,0,2,0,0,0,0,0,3,0,0,1,2,0,0,3
WEST BENGAL,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
A & N ISLANDS,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"INDIAN RAILWAYS ACT, 1989",Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Insult to Modesty of Women,Violent,173,2,3084,51,1598,44,320,24,31,0,5206,121,175,3135,1642,344,31,5327
ARUNACHAL PRADESH,Insult to Modesty of Women,Violent,0,0,2,0,1,0,0,0,0,0,3,0,0,2,1,0,0,3
ASSAM,Insult to Modesty of Women,Violent,0,0,3,0,11,0,0,0,0,0,14,0,0,3,11,0,0,14
BIHAR,Insult to Modesty of Women,Violent,1,0,46,0,7,0,0,0,0,0,54,0,1,46,7,0,0,54
CHHATTISGARH,Insult to Modesty of Women,Violent,8,0,173,13,59,2,46,1,2,0,288,16,8,186,61,47,2,304
GOA,Insult to Modesty of Women,Violent,0,0,19,0,18,0,5,0,1,0,43,0,0,19,18,5,1,43
GUJARAT,Insult to Modesty of Women,Violent,2,0,83,0,26,0,4,0,0,0,115,0,2,83,26,4,0,115
HARYANA,Insult to Modesty of Women,Violent,13,0,479,1,221,0,56,0,6,0,775,1,13,480,221,56,6,776
HIMACHAL PRADESH,Insult to Modesty of Women,Violent,1,0,62,3,33,3,13,4,1,1,110,11,1,65,36,17,2,121
JAMMU & KASHMIR,Insult to Modesty of Women,Violent,3,0,277,2,112,7,31,0,0,0,423,9,3,279,119,31,0,432
JHARKHAND,Insult to Modesty of Women,Violent,0,0,20,0,7,0,0,0,0,0,27,0,0,20,7,0,0,27
KARNATAKA,Insult to Modesty of Women,Violent,1,0,118,2,44,1,4,0,0,0,167,3,1,120,45,4,0,170
KERALA,Insult to Modesty of Women,Violent,5,0,220,2,149,0,46,0,7,1,427,3,5,222,149,46,8,430
MADHYA PRADESH,Insult to Modesty of Women,Violent,63,0,578,2,253,5,51,1,13,0,958,8,63,580,258,52,13,966
MAHARASHTRA,Insult to Modesty of Women,Violent,79,3,1556,46,1079,58,303,20,38,6,3055,133,82,1602,1137,323,44,3188
MANIPUR,Insult to Modesty of Women,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,Insult to Modesty of Women,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,Insult to Modesty of Women,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,Insult to Modesty of Women,Violent,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ODISHA,Insult to Modesty of Women,Violent,2,0,353,0,149,3,6,0,3,0,513,3,2,353,152,6,3,516
PUNJAB,Insult to Modesty of Women,Violent,0,0,43,6,20,3,14,0,0,0,77,9,0,49,23,14,0,86
RAJASTHAN,Insult to Modesty of Women,Violent,1,0,17,0,5,2,3,0,0,0,26,2,1,17,7,3,0,28
SIKKIM,Insult to Modesty of Women,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,Insult to Modesty of Women,Violent,5,0,222,0,89,0,16,0,0,0,332,0,5,222,89,16,0,332
TRIPURA,Insult to Modesty of Women,Violent,0,0,14,0,2,0,0,0,0,0,16,0,0,14,2,0,0,16
UTTAR PRADESH,Insult to Modesty of Women,Violent,0,0,19,0,17,0,3,0,0,0,39,0,0,19,17,3,0,39
UTTARAKHAND,Insult to Modesty of Women,Violent,0,0,55,9,18,2,4,2,0,0,77,13,0,64,20,6,0,90
WEST BENGAL,Insult to Modesty of Women,Violent,2,0,292,0,187,0,82,0,8,0,571,0,2,292,187,82,8,571
A&N ISLANDS,Insult to Modesty of Women,Violent,0,0,5,0,6,0,0,0,0,0,11,0,0,5,6,0,0,11
CHANDIGARH,Insult to Modesty of Women,Violent,0,0,14,0,8,0,4,0,0,0,26,0,0,14,8,4,0,26
D&N HAVELI,Insult to Modesty of Women,Violent,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
DAMAN & DIU,Insult to Modesty of Women,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,Insult to Modesty of Women,Violent,23,0,751,12,211,4,36,4,5,0,1026,20,23,763,215,40,5,1046
LAKSHADWEEP,Insult to Modesty of Women,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,Insult to Modesty of Women,Violent,0,0,5,0,1,0,0,0,0,0,6,0,0,5,1,0,0,6
ANDHRA PRADESH,Insult to Modesty of Women,Violent,95,0,2751,41,1194,27,215,11,12,2,4267,81,95,2792,1221,226,14,4348
ARUNACHAL PRADESH,Insult to Modesty of Women,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,Insult to Modesty of Women,Violent,0,0,5,0,7,0,0,0,0,0,12,0,0,5,7,0,0,12
BIHAR,Insult to Modesty of Women,Violent,2,0,37,0,0,0,0,0,0,0,39,0,2,37,0,0,0,39
CHHATTISGARH,Insult to Modesty of Women,Violent,6,0,128,0,45,0,14,0,0,0,193,0,6,128,45,14,0,193
GOA,Insult to Modesty of Women,Violent,0,0,4,2,7,1,2,0,1,0,14,3,0,6,8,2,1,17
GUJARAT,Insult to Modesty of Women,Violent,0,0,80,0,29,0,7,0,1,0,117,0,0,80,29,7,1,117
HARYANA,Insult to Modesty of Women,Violent,6,0,429,3,100,3,16,0,1,0,552,6,6,432,103,16,1,558
HIMACHAL PRADESH,Insult to Modesty of Women,Violent,0,0,36,0,37,5,7,1,3,2,83,8,0,36,42,8,5,91
JAMMU & KASHMIR,Insult to Modesty of Women,Violent,0,0,261,2,167,4,13,0,0,0,441,6,0,263,171,13,0,447
JHARKHAND,Insult to Modesty of Women,Violent,0,0,45,0,6,0,0,0,0,0,51,0,0,45,6,0,0,51
KARNATAKA,Insult to Modesty of Women,Violent,0,0,111,0,33,0,3,0,0,0,147,0,0,111,33,3,0,147
KERALA,Insult to Modesty of Women,Violent,4,0,276,0,189,1,60,2,6,0,535,3,4,276,190,62,6,538
MADHYA PRADESH,Insult to Modesty of Women,Violent,52,0,734,2,230,3,33,0,2,0,1051,5,52,736,233,33,2,1056
MAHARASHTRA,Insult to Modesty of Women,Violent,49,1,896,19,396,22,139,7,17,2,1497,51,50,915,418,146,19,1548
MANIPUR,Insult to Modesty of Women,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,Insult to Modesty of Women,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,Insult to Modesty of Women,Violent,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
NAGALAND,Insult to Modesty of Women,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,Insult to Modesty of Women,Violent,0,0,251,2,100,5,17,1,0,0,368,8,0,253,105,18,0,376
PUNJAB,Insult to Modesty of Women,Violent,0,0,22,0,14,2,7,0,0,0,43,2,0,22,16,7,0,45
RAJASTHAN,Insult to Modesty of Women,Violent,1,0,10,0,8,0,1,0,0,0,20,0,1,10,8,1,0,20
SIKKIM,Insult to Modesty of Women,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,Insult to Modesty of Women,Violent,0,0,257,0,147,0,60,0,6,0,470,0,0,257,147,60,6,470
TRIPURA,Insult to Modesty of Women,Violent,0,0,14,0,1,0,0,0,0,0,15,0,0,14,1,0,0,15
UTTAR PRADESH,Insult to Modesty of Women,Violent,0,0,8,0,6,0,0,0,0,0,14,0,0,8,6,0,0,14
UTTARAKHAND,Insult to Modesty of Women,Violent,0,0,60,4,37,1,1,0,0,0,98,5,0,64,38,1,0,103
WEST BENGAL,Insult to Modesty of Women,Violent,8,0,243,0,229,0,134,0,3,0,617,0,8,243,229,134,3,617
A & N ISLANDS,Insult to Modesty of Women,Violent,0,0,2,0,4,0,0,0,0,0,6,0,0,2,4,0,0,6
CHANDIGARH,Insult to Modesty of Women,Violent,0,0,20,0,10,0,2,0,0,0,32,0,0,20,10,2,0,32
D & N HAVELI,Insult to Modesty of Women,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,Insult to Modesty of Women,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,Insult to Modesty of Women,Violent,12,0,173,0,41,0,5,0,0,0,231,0,12,173,41,5,0,231
LAKSHADWEEP,Insult to Modesty of Women,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,Insult to Modesty of Women,Violent,2,0,9,0,5,0,1,0,0,0,17,0,2,9,5,1,0,17
