STATE_UT,CRIME HEAD,Category,Male_Below_18,Female_Below_18,Male_18_30,Female_18_30,Male_30_45,Female_30_45,Male_45_60,Female_45_60,Male_above_60,Female_above_60,Male_Total,Female_Total,Total_below_18,Total_18_30,Total_30_45,Total_45_60,Total_above_60,Grand_Total
HARYANA,Dacoity,Violent,13,0,299,0,156,0,23,0,0,0,491,0,13,299,156,23,0,491
HIMACHAL PRADESH,Dacoity,Violent,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
JAMMU & KASHMIR,Dacoity,Violent,0,0,13,0,10,0,0,0,0,0,23,0,0,13,10,0,0,23
JHARKHAND,Dacoity,Violent,3,0,348,1,199,5,30,0,0,0,580,6,3,349,204,30,0,586
KARNATAKA,Dacoity,Violent,6,0,407,8,268,2,68,0,10,0,759,10,6,415,270,68,10,769
KERALA,Dacoity,Violent,1,0,187,4,153,2,15,0,3,0,359,6,1,191,155,15,3,365
MADHYA PRADESH,Dacoity,Violent,15,0,337,3,218,2,146,0,3,1,719,6,15,340,220,146,4,725
MAHARASHTRA,Dacoity,Violent,93,7,2235,31,1133,60,378,22,44,5,3883,125,100,2266,1193,400,49,4008
MANIPUR,Dacoity,Violent,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
MEGHALAYA,Dacoity,Violent,3,0,51,0,19,0,1,0,0,0,74,0,3,51,19,1,0,74
MIZORAM,Dacoity,Violent,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
NAGALAND,Dacoity,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,Dacoity,Violent,20,0,986,18,620,3,183,0,0,0,1809,21,20,1004,623,183,0,1830
PUNJAB,Dacoity,Violent,0,0,61,0,69,0,16,0,0,0,146,0,0,61,69,16,0,146
RAJASTHAN,Dacoity,Violent,2,0,80,3,49,2,8,1,0,0,139,6,2,83,51,9,0,145
SIKKIM,Dacoity,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,Dacoity,Violent,12,0,300,5,177,3,36,0,0,0,525,8,12,305,180,36,0,533
TRIPURA,Dacoity,Violent,0,0,16,2,16,2,2,1,0,0,34,5,0,18,18,3,0,39
UTTAR PRADESH,Dacoity,Violent,5,0,1282,0,575,2,77,0,0,0,1939,2,5,1282,577,77,0,1941
UTTARAKHAND,Dacoity,Violent,0,0,64,0,37,0,6,0,0,0,107,0,0,64,37,6,0,107
WEST BENGAL,Dacoity,Violent,7,0,613,1,416,2,44,2,1,0,1081,5,7,614,418,46,1,1086
A & N ISLANDS,Dacoity,Violent,0,0,1,0,3,0,1,0,0,0,5,0,0,1,3,1,0,5
CHANDIGARH,Dacoity,Violent,0,0,13,1,4,0,0,0,0,0,17,1,0,14,4,0,0,18
D & N HAVELI,Dacoity,Violent,0,0,4,0,3,0,0,0,0,0,7,0,0,4,3,0,0,7
DAMAN & DIU,Dacoity,Violent,0,0,1,0,3,0,1,0,0,0,5,0,0,1,3,1,0,5
DELHI,Dacoity,Violent,12,1,89,1,56,2,2,0,3,0,162,4,13,90,58,2,3,166
LAKSHADWEEP,Dacoity,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,Dacoity,Violent,1,0,40,0,3,0,0,0,0,0,44,0,1,40,3,0,0,44
ANDHRA PRADESH,Dowry Deaths,Violent,1,0,350,70,288,125,184,125,24,17,847,337,1,420,413,309,41,1184
ARUNACHAL PRADESH,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,Dowry Deaths,Violent,0,0,74,2,118,0,10,0,1,0,203,2,0,76,118,10,1,205
BIHAR,Dowry Deaths,Violent,14,0,1148,168,827,187,329,164,42,14,2360,533,14,1316,1014,493,56,2893
CHHATTISGARH,Dowry Deaths,Violent,1,0,86,21,64,29,29,18,6,2,186,70,1,107,93,47,8,256
GOA,Dowry Deaths,Violent,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
GUJARAT,Dowry Deaths,Violent,0,0,24,3,18,4,10,4,3,1,55,12,0,27,22,14,4,67
HARYANA,Dowry Deaths,Violent,0,1,190,6,140,24,58,28,6,2,394,61,1,196,164,86,8,455
HIMACHAL PRADESH,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,Dowry Deaths,Violent,0,0,5,2,4,1,0,2,0,0,9,5,0,7,5,2,0,14
JHARKHAND,Dowry Deaths,Violent,0,0,223,33,228,69,30,7,2,3,483,112,0,256,297,37,5,595
KARNATAKA,Dowry Deaths,Violent,0,0,157,34,227,84,130,94,30,14,544,226,0,191,311,224,44,770
KERALA,Dowry Deaths,Violent,0,0,5,2,11,2,2,3,1,3,19,10,0,7,13,5,4,29
MADHYA PRADESH,Dowry Deaths,Violent,7,12,714,174,465,228,280,198,66,18,1532,630,19,888,693,478,84,2162
MAHARASHTRA,Dowry Deaths,Violent,8,0,336,93,257,131,179,112,39,24,819,360,8,429,388,291,63,1179
MANIPUR,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,Dowry Deaths,Violent,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
MIZORAM,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,Dowry Deaths,Violent,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ODISHA,Dowry Deaths,Violent,0,0,223,55,237,74,139,40,14,3,613,172,0,278,311,179,17,785
PUNJAB,Dowry Deaths,Violent,0,1,101,24,81,33,54,16,0,4,236,78,1,125,114,70,4,314
RAJASTHAN,Dowry Deaths,Violent,4,0,242,14,168,25,59,41,15,13,488,93,4,256,193,100,28,581
SIKKIM,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,Dowry Deaths,Violent,0,0,104,6,83,13,28,26,2,0,217,45,0,110,96,54,2,262
TRIPURA,Dowry Deaths,Violent,0,0,34,1,27,11,4,0,0,0,65,12,0,35,38,4,0,77
UTTAR PRADESH,Dowry Deaths,Violent,8,1,4733,634,2266,584,1460,396,309,14,8776,1629,9,5367,2850,1856,323,10405
UTTARAKHAND,Dowry Deaths,Violent,0,0,9,0,34,7,14,6,0,0,57,13,0,9,41,20,0,70
WEST BENGAL,Dowry Deaths,Violent,1,2,408,40,488,80,208,44,12,1,1117,167,3,448,568,252,13,1284
A&N ISLANDS,Dowry Deaths,Violent,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,2
CHANDIGARH,Dowry Deaths,Violent,0,0,0,0,3,0,1,0,0,0,4,0,0,0,3,1,0,4
D&N HAVELI,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,Dowry Deaths,Violent,0,0,125,10,38,29,28,25,9,4,200,68,0,135,67,53,13,268
LAKSHADWEEP,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Dowry Deaths,Violent,1,2,439,93,313,108,178,99,23,11,954,313,3,532,421,277,34,1267
ARUNACHAL PRADESH,Dowry Deaths,Violent,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2
ASSAM,Dowry Deaths,Violent,0,0,40,5,108,8,49,3,2,0,199,16,0,45,116,52,2,215
BIHAR,Dowry Deaths,Violent,3,13,1462,209,1125,243,525,301,82,31,3197,797,16,1671,1368,826,113,3994
CHHATTISGARH,Dowry Deaths,Violent,0,1,107,9,41,16,17,17,2,1,167,44,1,116,57,34,3,211
GOA,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,Dowry Deaths,Violent,0,0,16,3,12,1,3,3,0,0,31,7,0,19,13,6,0,38
HARYANA,Dowry Deaths,Violent,1,1,157,15,130,40,71,50,12,4,371,110,2,172,170,121,16,481
HIMACHAL PRADESH,Dowry Deaths,Violent,0,0,1,0,0,1,0,1,1,0,2,2,0,1,1,1,1,4
JAMMU & KASHMIR,Dowry Deaths,Violent,0,0,8,2,7,3,1,2,0,0,16,7,0,10,10,3,0,23
JHARKHAND,Dowry Deaths,Violent,0,0,228,24,124,34,16,6,6,6,374,70,0,252,158,22,12,444
KARNATAKA,Dowry Deaths,Violent,1,0,151,22,140,55,85,63,14,8,391,148,1,173,195,148,22,539
KERALA,Dowry Deaths,Violent,0,0,9,0,20,1,3,4,0,1,32,6,0,9,21,7,1,38
MADHYA PRADESH,Dowry Deaths,Violent,22,3,709,172,530,239,229,153,61,24,1551,591,25,881,769,382,85,2142
MAHARASHTRA,Dowry Deaths,Violent,1,5,332,112,297,127,142,77,31,17,803,338,6,444,424,219,48,1141
MANIPUR,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,Dowry Deaths,Violent,0,0,0,0,2,1,0,1,0,0,2,2,0,0,3,1,0,4
MIZORAM,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,Dowry Deaths,Violent,0,0,268,64,304,94,107,46,13,7,692,211,0,332,398,153,20,903
PUNJAB,Dowry Deaths,Violent,0,0,81,23,74,34,44,17,0,1,199,75,0,104,108,61,1,274
RAJASTHAN,Dowry Deaths,Violent,1,1,291,15,170,33,56,48,9,7,527,104,2,306,203,104,16,631
SIKKIM,Dowry Deaths,Violent,0,0,2,0,3,2,1,1,0,0,6,3,0,2,5,2,0,9
TAMIL NADU,Dowry Deaths,Violent,0,0,86,13,81,28,39,25,4,2,210,68,0,99,109,64,6,278
TRIPURA,Dowry Deaths,Violent,0,0,25,4,44,9,1,2,2,0,72,15,0,29,53,3,2,87
UTTAR PRADESH,Dowry Deaths,Violent,9,3,4148,626,2434,568,1447,391,253,5,8291,1593,12,4774,3002,1838,258,9884
UTTARAKHAND,Dowry Deaths,Violent,0,0,45,2,65,10,13,11,1,0,124,23,0,47,75,24,1,147
WEST BENGAL,Dowry Deaths,Violent,1,1,308,51,441,272,170,76,19,6,939,406,2,359,713,246,25,1345
A & N ISLANDS,Dowry Deaths,Violent,0,0,1,1,0,0,0,1,0,0,1,2,0,2,0,1,0,3
CHANDIGARH,Dowry Deaths,Violent,0,0,4,0,4,2,2,2,0,0,10,4,0,4,6,4,0,14
D & N HAVELI,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,Dowry Deaths,Violent,3,0,110,16,81,35,22,22,8,3,224,76,3,126,116,44,11,300
LAKSHADWEEP,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,Dowry Deaths,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,DOWRY PROHIBITION ACT,Violent,0,0,953,277,820,238,350,107,16,19,2139,641,0,1230,1058,457,35,2780
ARUNACHAL PRADESH,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,DOWRY PROHIBITION ACT,Violent,0,0,31,0,30,2,0,0,0,0,61,2,0,31,32,0,0,63
BIHAR,DOWRY PROHIBITION ACT,Violent,1,15,934,112,760,168,533,204,39,12,2267,511,16,1046,928,737,51,2778
CHHATTISGARH,DOWRY PROHIBITION ACT,Violent,0,0,13,2,11,3,7,4,0,0,31,9,0,15,14,11,0,40
GOA,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,DOWRY PROHIBITION ACT,Violent,0,0,2,0,2,0,4,0,0,0,8,0,0,2,2,4,0,8
HIMACHAL PRADESH,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DOWRY PROHIBITION ACT,Violent,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
JHARKHAND,DOWRY PROHIBITION ACT,Violent,1,1,659,89,529,124,206,62,13,5,1408,281,2,748,653,268,18,1689
KARNATAKA,DOWRY PROHIBITION ACT,Violent,2,1,534,174,749,327,358,266,101,66,1744,834,3,708,1076,624,167,2578
KERALA,DOWRY PROHIBITION ACT,Violent,0,0,0,0,5,0,1,0,0,0,6,0,0,0,5,1,0,6
MADHYA PRADESH,DOWRY PROHIBITION ACT,Violent,0,0,97,24,91,29,40,20,16,4,244,77,0,121,120,60,20,321
MAHARASHTRA,DOWRY PROHIBITION ACT,Violent,0,1,26,3,35,8,18,8,2,5,81,25,1,29,43,26,7,106
MANIPUR,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,DOWRY PROHIBITION ACT,Violent,0,0,490,106,640,216,374,149,54,20,1558,491,0,596,856,523,74,2049
PUNJAB,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,DOWRY PROHIBITION ACT,Violent,0,0,10,4,23,8,5,0,0,0,38,12,0,14,31,5,0,50
SIKKIM,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,DOWRY PROHIBITION ACT,Violent,0,0,165,51,122,56,102,47,24,2,413,156,0,216,178,149,26,569
TRIPURA,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,DOWRY PROHIBITION ACT,Violent,0,0,662,87,662,106,566,72,88,1,1978,266,0,749,768,638,89,2244
UTTARAKHAND,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,DOWRY PROHIBITION ACT,Violent,0,0,142,13,188,32,53,38,0,0,383,83,0,155,220,91,0,466
A & N ISLANDS,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,DOWRY PROHIBITION ACT,Violent,0,0,6,0,5,0,0,0,0,0,11,0,0,6,5,0,0,11
LAKSHADWEEP,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,DOWRY PROHIBITION ACT,Violent,0,0,5,2,5,2,2,8,3,0,15,12,0,7,7,10,3,27
ANDHRA PRADESH,DOWRY PROHIBITION ACT,Violent,0,0,553,98,838,148,367,115,40,37,1798,398,0,651,986,482,77,2196
ARUNACHAL PRADESH,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,DOWRY PROHIBITION ACT,Violent,0,0,67,0,81,0,10,0,0,0,158,0,0,67,81,10,0,158
BIHAR,DOWRY PROHIBITION ACT,Violent,4,0,1611,195,994,235,508,234,17,17,3134,681,4,1806,1229,742,34,3815
CHHATTISGARH,DOWRY PROHIBITION ACT,Violent,0,0,8,5,6,1,4,4,1,0,19,10,0,13,7,8,1,29
GOA,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,DOWRY PROHIBITION ACT,Violent,0,0,47,19,54,25,81,59,8,3,190,106,0,66,79,140,11,296
HARYANA,DOWRY PROHIBITION ACT,Violent,0,0,10,1,2,0,1,1,0,0,13,2,0,11,2,2,0,15
HIMACHAL PRADESH,DOWRY PROHIBITION ACT,Violent,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
JAMMU & KASHMIR,DOWRY PROHIBITION ACT,Violent,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2
JHARKHAND,DOWRY PROHIBITION ACT,Violent,0,2,683,98,727,125,276,78,21,29,1707,332,2,781,852,354,50,2039
KARNATAKA,DOWRY PROHIBITION ACT,Violent,0,0,755,205,1135,438,606,322,180,114,2676,1079,0,960,1573,928,294,3755
KERALA,DOWRY PROHIBITION ACT,Violent,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2
MADHYA PRADESH,DOWRY PROHIBITION ACT,Violent,0,1,73,20,42,24,18,24,5,2,138,71,1,93,66,42,7,209
MAHARASHTRA,DOWRY PROHIBITION ACT,Violent,0,0,41,10,36,10,17,3,2,2,96,25,0,51,46,20,4,121
MANIPUR,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,DOWRY PROHIBITION ACT,Violent,1,0,700,203,1009,346,621,168,97,50,2428,767,1,903,1355,789,147,3195
PUNJAB,DOWRY PROHIBITION ACT,Violent,0,0,1,1,2,1,3,2,0,0,6,4,0,2,3,5,0,10
RAJASTHAN,DOWRY PROHIBITION ACT,Violent,0,0,33,4,9,5,0,0,2,0,44,9,0,37,14,0,2,53
SIKKIM,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,DOWRY PROHIBITION ACT,Violent,0,0,179,22,146,40,73,44,13,7,411,113,0,201,186,117,20,524
TRIPURA,DOWRY PROHIBITION ACT,Violent,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
UTTAR PRADESH,DOWRY PROHIBITION ACT,Violent,0,1,2193,222,1449,214,992,155,191,9,4825,601,1,2415,1663,1147,200,5426
UTTARAKHAND,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,DOWRY PROHIBITION ACT,Violent,0,0,136,17,89,4,18,4,0,0,243,25,0,153,93,22,0,268
A&N ISLANDS,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N HAVELI,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,DOWRY PROHIBITION ACT,Violent,0,0,3,0,7,1,0,0,0,0,10,1,0,3,8,0,0,11
LAKSHADWEEP,DOWRY PROHIBITION ACT,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,DOWRY PROHIBITION ACT,Violent,0,0,2,1,8,2,3,4,3,2,16,9,0,3,10,7,5,25
ANDHRA PRADESH,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,83,0,114,3,28,0,2,0,227,3,0,83,117,28,2,230
ARUNACHAL PRADESH,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,3,0,23,0,1,0,0,0,27,0,0,3,23,1,0,27
BIHAR,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,233,0,480,0,258,0,38,0,1009,0,0,233,480,258,38,1009
CHHATTISGARH,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,49,0,62,7,21,0,3,0,135,7,0,49,69,21,3,142
GOA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
GUJARAT,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,80,0,129,2,29,0,11,0,249,2,0,80,131,29,11,251
HARYANA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,1,0,100,0,129,0,49,0,2,0,281,0,1,100,129,49,2,281
HIMACHAL PRADESH,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,13,0,20,1,12,0,0,0,45,1,0,13,21,12,0,46
JAMMU & KASHMIR,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,118,0,243,0,91,0,0,0,452,0,0,118,243,91,0,452
JHARKHAND,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,47,0,97,0,29,0,0,0,173,0,0,47,97,29,0,173
KARNATAKA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,110,1,210,5,124,1,10,0,454,7,0,111,215,125,10,461
KERALA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,42,0,157,0,65,0,11,0,275,0,0,42,157,65,11,275
MADHYA PRADESH,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,2,0,158,0,164,2,62,0,6,0,392,2,2,158,166,62,6,394
MAHARASHTRA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,3,0,935,5,1009,17,381,9,46,3,2374,34,3,940,1026,390,49,2408
MANIPUR,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,2,0,4,1,1,0,7,1,0,0,2,5,1,8
MEGHALAYA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,5,0,3,0,1,0,0,0,9,0,0,5,3,1,0,9
MIZORAM,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,2,0,32,0,116,3,23,0,0,0,173,3,2,32,119,23,0,176
PUNJAB,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,30,0,83,1,53,0,1,0,167,1,0,30,84,53,1,168
RAJASTHAN,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,1,0,99,0,156,1,41,0,2,0,299,1,1,99,157,41,2,300
SIKKIM,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
TAMIL NADU,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,31,0,73,1,20,1,0,0,124,2,0,31,74,21,0,126
TRIPURA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,37,0,29,0,18,0,0,0,84,0,0,37,29,18,0,84
UTTAR PRADESH,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,853,0,1133,1,554,0,0,0,2540,1,0,853,1134,554,0,2541
UTTARAKHAND,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,1,0,7,0,58,0,15,0,1,0,82,0,1,7,58,15,1,82
WEST BENGAL,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,118,0,97,0,60,0,4,0,279,0,0,118,97,60,4,279
A & N ISLANDS,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
CHANDIGARH,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,6,0,9,0,1,0,0,0,16,0,0,6,9,1,0,16
D & N HAVELI,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,1,0,8,0,2,0,0,0,11,0,0,1,8,2,0,11
DAMAN & DIU,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2
DELHI,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,8,0,8,0,4,0,0,0,20,0,0,8,8,4,0,20
LAKSHADWEEP,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,21,0,22,0,6,0,0,0,49,0,0,21,22,6,0,49
ANDHRA PRADESH,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,90,1,114,1,19,1,1,0,224,3,0,91,115,20,1,227
ARUNACHAL PRADESH,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,7,0,19,0,8,0,0,0,34,0,0,7,19,8,0,34
BIHAR,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,271,1,334,0,183,0,32,0,820,1,0,272,334,183,32,821
CHHATTISGARH,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,3,0,47,1,52,1,18,0,1,0,121,2,3,48,53,18,1,123
GOA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,65,1,91,1,25,0,3,0,184,2,0,66,92,25,3,186
HARYANA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,38,0,73,0,25,2,6,1,142,3,0,38,73,27,7,145
HIMACHAL PRADESH,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,8,0,5,0,5,0,0,0,18,0,0,8,5,5,0,18
JAMMU & KASHMIR,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,71,0,130,0,49,0,3,0,253,0,0,71,130,49,3,253
JHARKHAND,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,21,0,81,2,9,0,0,0,111,2,0,21,83,9,0,113
KARNATAKA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,198,0,247,2,155,1,11,0,611,3,0,198,249,156,11,614
KERALA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,28,0,133,2,75,1,10,0,246,3,0,28,135,76,10,249
MADHYA PRADESH,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,127,0,125,1,30,1,1,0,283,2,0,127,126,31,1,285
